check,expected,actual,status,detail
output not older than its code: outputs/d2_g1passed_20260709_ER_stress_1st_(RAW).csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/d2_g1passed_20260722_ERandOxidativeStress_NewProtocol_ANALYSED.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/d2_g1passed_20260728_ERandOxidativeStress_NewProtocol_Replicate2.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/d2_g1passed_20260803_ERandoxidativestress_Replicate3.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/env_to_product.csv,at least as new as scripts/env_to_product.py and the 28 ystwin modules it reaches,12.3 h stale,FAIL,src/ystwin/predict.py changed after this table was written; re-run scripts/env_to_product.py or the table describes behaviour the code no longer has
output not older than its code: outputs/env_to_product_multi.csv,at least as new as scripts/env_to_product_multi.py and the 2 ystwin modules it reaches,21.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/env_to_product_multi.py or the table describes behaviour the code no longer has
output not older than its code: outputs/environment_channel.csv,at least as new as scripts/environment_channel.py and the 3 ystwin modules it reaches,0.5 h stale,FAIL,src/ystwin/pathway/environment_flux.py changed after this table was written; re-run scripts/environment_channel.py or the table describes behaviour the code no longer has
output not older than its code: outputs/environment_law_scores.csv,at least as new as scripts/environment_channel.py and the 3 ystwin modules it reaches,current,PASS,
output not older than its code: outputs/error_budget.csv,at least as new as scripts/error_budget.py and the 3 ystwin modules it reaches,1.8 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/error_budget.py or the table describes behaviour the code no longer has
output not older than its code: outputs/estimator_accuracy.csv,at least as new as scripts/estimator_accuracy.py and the 5 ystwin modules it reaches,74.3 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/estimator_accuracy.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_channel_response.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_channel_response_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_conditions.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_conditions_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_module_map.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_module_map_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_module_response.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_module_response_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_nulls.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_nulls_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_redundancy.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_redundancy_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_transfer_pairs.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/external_transfer_pairs_independent.csv,at least as new as scripts/run_external_validation.py and the 15 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_external_validation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fedbatch_design.csv,at least as new as scripts/design_fedbatch_run.py and the 3 ystwin modules it reaches,12.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/design_fedbatch_run.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig01_dose_response_correction.png,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig01_dose_response_correction.svg,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig02_heldout_skill_vs_saturation.png,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig02_heldout_skill_vs_saturation.svg,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig03_transfer_honesty.png,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig03_transfer_honesty.svg,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig04_interval_robustness.png,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fig04_interval_robustness.svg,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/figures_manifest.csv,at least as new as scripts/make_figures.py and the 18 ystwin modules it reaches,74.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/make_figures.py or the table describes behaviour the code no longer has
output not older than its code: outputs/flux_experiment_design.csv,at least as new as scripts/design_flux_experiment.py and the 7 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/design_flux_experiment.py or the table describes behaviour the code no longer has
output not older than its code: outputs/flux_null_baseline.csv,at least as new as scripts/flux_null_baseline.py and the 2 ystwin modules it reaches,75.9 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/flux_null_baseline.py or the table describes behaviour the code no longer has
output not older than its code: outputs/fold_multiplicity.csv,at least as new as scripts/fold_multiplicity.py and the 8 ystwin modules it reaches and the 1 outputs/ table(s) it reads,12.4 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/fold_multiplicity.py or the table describes behaviour the code no longer has
output not older than its code: outputs/g1_20260701_ER_preliminary_(RAW).csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g1_20260709_ER_stress_1st_(RAW).csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g1_20260722_ERandOxidativeStress_NewProtocol_ANALYSED.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g1_20260728_ERandOxidativeStress_NewProtocol_Replicate2.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g1_20260803_ERandoxidativestress_Replicate3.csv,at least as new as scripts/run_gates.py and the 10 ystwin modules it reaches,74.4 h stale,SKIP,"74.4 h stale and NOT REBUILDABLE HERE: scripts/run_gates.py needs ['biosensor_plates', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g4_anchor_fold_change.csv,at least as new as scripts/run_g4.py and the 9 ystwin modules it reaches,75.9 h stale,SKIP,"75.9 h stale and NOT REBUILDABLE HERE: scripts/run_g4.py needs ['biosensor_plates', 'qpcr_raw_dir'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g4_reporter_response.csv,at least as new as scripts/run_g4.py and the 9 ystwin modules it reaches,75.9 h stale,SKIP,"75.9 h stale and NOT REBUILDABLE HERE: scripts/run_g4.py needs ['biosensor_plates', 'qpcr_raw_dir'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g4_rt_minus_qc.csv,at least as new as scripts/run_g4.py and the 9 ystwin modules it reaches,75.9 h stale,SKIP,"75.9 h stale and NOT REBUILDABLE HERE: scripts/run_g4.py needs ['biosensor_plates', 'qpcr_raw_dir'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/g4_verdicts.csv,at least as new as scripts/run_g4.py and the 9 ystwin modules it reaches,75.9 h stale,SKIP,"75.9 h stale and NOT REBUILDABLE HERE: scripts/run_g4.py needs ['biosensor_plates', 'qpcr_raw_dir'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/gain_linearity.csv,at least as new as scripts/score_gain_linearity.py and the 6 ystwin modules it reaches,74.3 h stale,SKIP,"74.3 h stale and NOT REBUILDABLE HERE: scripts/score_gain_linearity.py needs ['gen5_xpt_dir'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/gem_environment_formulation.csv,at least as new as scripts/gem_environment_predictions.py and the 5 ystwin modules it reaches,0.6 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/gem_environment_predictions.py or the table describes behaviour the code no longer has
output not older than its code: outputs/gem_environment_predictions.csv,at least as new as scripts/gem_environment_predictions.py and the 5 ystwin modules it reaches,current,PASS,
output not older than its code: outputs/gem_environment_scores.csv,at least as new as scripts/gem_environment_predictions.py and the 5 ystwin modules it reaches,0.6 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/gem_environment_predictions.py or the table describes behaviour the code no longer has
output not older than its code: outputs/gem_version_diff.csv,at least as new as scripts/gem_version_diff.py and the 2 ystwin modules it reaches,35.7 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/gem_version_diff.py or the table describes behaviour the code no longer has
output not older than its code: outputs/glycogen_calibration.csv,at least as new as scripts/calibrate_glycogen.py and the 4 ystwin modules it reaches,64.3 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/calibrate_glycogen.py or the table describes behaviour the code no longer has
output not older than its code: outputs/heldout_interpolation_by_dose.csv,at least as new as scripts/run_heldout_score.py and the 11 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_heldout_score.py or the table describes behaviour the code no longer has
output not older than its code: outputs/heldout_scores.csv,at least as new as scripts/run_heldout_score.py and the 11 ystwin modules it reaches,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_heldout_score.py or the table describes behaviour the code no longer has
output not older than its code: outputs/late_window_sensitivity.csv,at least as new as scripts/plate_readings.py and the 7 ystwin modules it reaches and the 1 outputs/ table(s) it reads,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/plate_readings.py needs ['biosensor_plates', 'gen5_xpt_dir', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/late_window_sensitivity.csv,at least as new as scripts/run_sensor_characterisation.py and the 11 ystwin modules it reaches,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/run_sensor_characterisation.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/maintenance_scale.csv,at least as new as scripts/maintenance_scale.py and the 7 ystwin modules it reaches,43.4 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/maintenance_scale.py or the table describes behaviour the code no longer has
output not older than its code: outputs/module_recovery.csv,at least as new as scripts/run_transfer.py and the 17 ystwin modules it reaches,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_transfer.py or the table describes behaviour the code no longer has
output not older than its code: outputs/nis_innovations.csv,at least as new as scripts/run_calibration_nis.py and the 11 ystwin modules it reaches,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/run_calibration_nis.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/nis_summary.csv,at least as new as scripts/run_calibration_nis.py and the 11 ystwin modules it reaches,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/run_calibration_nis.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/panel_calibration.csv,at least as new as scripts/run_calibration.py and the 5 ystwin modules it reaches and the 1 outputs/ table(s) it reads,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_calibration.py or the table describes behaviour the code no longer has
output not older than its code: outputs/parameter_provenance.csv,at least as new as scripts/parameter_provenance.py and the 16 ystwin modules it reaches,47.7 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/parameter_provenance.py or the table describes behaviour the code no longer has
output not older than its code: outputs/phb_environment_score.csv,at least as new as scripts/score_phb_environment.py and the 2 ystwin modules it reaches,current,PASS,
output not older than its code: outputs/power_analysis.csv,at least as new as scripts/run_power.py and the 12 ystwin modules it reaches,74.3 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_power.py or the table describes behaviour the code no longer has
output not older than its code: outputs/product_environment_coverage.csv,at least as new as scripts/product_environment_sweep.py and the 28 ystwin modules it reaches,42.2 h stale,FAIL,src/ystwin/predict.py changed after this table was written; re-run scripts/product_environment_sweep.py or the table describes behaviour the code no longer has
output not older than its code: outputs/product_environment_sweep.csv,at least as new as scripts/product_environment_sweep.py and the 28 ystwin modules it reaches,42.2 h stale,FAIL,src/ystwin/predict.py changed after this table was written; re-run scripts/product_environment_sweep.py or the table describes behaviour the code no longer has
output not older than its code: outputs/product_prediction.csv,at least as new as scripts/predict_product.py and the 28 ystwin modules it reaches,12.0 h stale,FAIL,src/ystwin/predict.py changed after this table was written; re-run scripts/predict_product.py or the table describes behaviour the code no longer has
output not older than its code: outputs/product_scoreboard.csv,at least as new as scripts/score_all_products.py and the 5 ystwin modules it reaches and the 1 outputs/ table(s) it reads,12.0 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/score_all_products.py or the table describes behaviour the code no longer has
output not older than its code: outputs/proteomics_gain.csv,at least as new as scripts/simulate_proteomics_gain.py and the 3 ystwin modules it reaches,current,PASS,
output not older than its code: outputs/provenance.json,at least as new as scripts/audit_reproducibility.py and the 3 ystwin modules it reaches and the 1 outputs/ table(s) it reads,59.0 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/audit_reproducibility.py or the table describes behaviour the code no longer has
output not older than its code: outputs/registered_prediction_D018.csv,at least as new as scripts/register_prediction.py and the 27 ystwin modules it reaches,74.3 h stale,FAIL,src/ystwin/predict.py changed after this table was written; re-run scripts/register_prediction.py or the table describes behaviour the code no longer has
output not older than its code: outputs/regulation_counterfactual.csv,at least as new as scripts/run_regulation.py and the 8 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_regulation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/regulation_depth_sweep.csv,at least as new as scripts/run_regulation.py and the 8 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_regulation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/regulation_module_reach.csv,at least as new as scripts/run_regulation.py and the 8 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_regulation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/regulation_product_range.csv,at least as new as scripts/run_regulation.py and the 8 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_regulation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/regulation_task_priority.csv,at least as new as scripts/run_regulation.py and the 8 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_regulation.py or the table describes behaviour the code no longer has
output not older than its code: outputs/scenario_predictions.csv,at least as new as scripts/run_scenarios.py and the 15 ystwin modules it reaches,74.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_scenarios.py or the table describes behaviour the code no longer has
output not older than its code: outputs/sensor_characterisation.csv,at least as new as scripts/plate_readings.py and the 6 ystwin modules it reaches,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/plate_readings.py needs ['biosensor_plates', 'gen5_xpt_dir', 'igem_results'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/sensor_characterisation.csv,at least as new as scripts/run_sensor_characterisation.py and the 11 ystwin modules it reaches,59.0 h stale,SKIP,"59.0 h stale and NOT REBUILDABLE HERE: scripts/run_sensor_characterisation.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/sensor_crosstalk.csv,at least as new as scripts/score_sensor_crosstalk.py and the 2 ystwin modules it reaches,75.9 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/score_sensor_crosstalk.py or the table describes behaviour the code no longer has
output not older than its code: outputs/split_manifest.csv,at least as new as scripts/make_splits.py and the 16 ystwin modules it reaches,74.3 h stale,SKIP,"74.3 h stale and NOT REBUILDABLE HERE: scripts/make_splits.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/split_manifest_summary.csv,at least as new as scripts/make_splits.py and the 17 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.3 h stale,SKIP,"74.3 h stale and NOT REBUILDABLE HERE: scripts/make_splits.py needs ['biosensor_plates'], which resolve to nothing on this machine. src/ystwin/paths.py changed after the table was written, so it may describe behaviour the code no longer has -- but re-running here would replace it with a table built from partial inputs, which the script itself refuses to do. Supply the data, or treat the table as the record of the machine that had it"
output not older than its code: outputs/stress_diversion.csv,at least as new as scripts/stress_diversion_scan.py and the 4 ystwin modules it reaches,22.8 h stale,FAIL,src/ystwin/pathway/spec.py changed after this table was written; re-run scripts/stress_diversion_scan.py or the table describes behaviour the code no longer has
output not older than its code: outputs/stress_model_build.npz,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/stress_model_three_sensor.npz,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/stress_model_wide.npz,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/stress_module_ledger.csv,at least as new as scripts/env_to_product_multi.py and the 2 ystwin modules it reaches,21.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/env_to_product_multi.py or the table describes behaviour the code no longer has
output not older than its code: outputs/target_scoreboard.csv,at least as new as scripts/score_targets.py and the 3 ystwin modules it reaches,74.4 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/score_targets.py or the table describes behaviour the code no longer has
output not older than its code: outputs/thiolase_threshold.csv,at least as new as scripts/thiolase_threshold.py and the 4 ystwin modules it reaches,12.1 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/thiolase_threshold.py or the table describes behaviour the code no longer has
output not older than its code: outputs/training_recovery.csv,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/training_transfer_build.csv,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/training_transfer_three_sensor.csv,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/training_transfer_wide.csv,at least as new as scripts/run_training.py and the 18 ystwin modules it reaches and the 1 outputs/ table(s) it reads,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_training.py or the table describes behaviour the code no longer has
output not older than its code: outputs/transfer_by_stressor.csv,at least as new as scripts/run_transfer.py and the 17 ystwin modules it reaches,74.2 h stale,FAIL,src/ystwin/paths.py changed after this table was written; re-run scripts/run_transfer.py or the table describes behaviour the code no longer has
provenance matches code: outputs/afl_circuit.csv,1cc13db7cf82b28f,30d7e4c9e5782516,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/audit_claims.csv,ea281d91ad8a307f,8dbd9d625c865edb,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
